Cadena	Marca	Talla	Paq x Caja	Conteo	Familia	Producto	Codigo Producto
Mi Tienda Del Ahorro	Absorsec	CH	4	40	Panal Bebe	Absorsec CH 4/40	1
Mi Tienda Del Ahorro	Absorsec	M	4	40	Panal Bebe	Absorsec M 4/40	2
Mi Tienda Del Ahorro	Absorsec	G	4	40	Panal Bebe	Absorsec G 4/40	3
Mi Tienda Del Ahorro	Absorsec	XG	4	40	Panal Bebe	Absorsec XG 4/40	4
Mi Tienda Del Ahorro	Absorsec	XXG	4	40	Panal Bebe	Absorsec XXG 4/40	5
Mi Tienda Del Ahorro	Absorsec	M	2	80	Panal Bebe	Absorsec M 2/80	6
Mi Tienda Del Ahorro	Absorsec	G	2	80	Panal Bebe	Absorsec G 2/80	7
Mi Tienda Del Ahorro	Absorsec	XG	2	80	Panal Bebe	Absorsec XG 2/80	8
Mi Tienda Del Ahorro	Absorsec	XXG	2	80	Panal Bebe	Absorsec XXG 2/80	9
Mi Tienda Del Ahorro	Suavelastic	RN	4	40	Panal Bebe	Suavelastic RN 4/40	10
Mi Tienda Del Ahorro	Suavelastic	CH	4	40	Panal Bebe	Suavelastic CH 4/40	11
Mi Tienda Del Ahorro	Suavelastic	M	4	40	Panal Bebe	Suavelastic M 4/40	12
Mi Tienda Del Ahorro	Suavelastic	G	4	40	Panal Bebe	Suavelastic G 4/40	13
Mi Tienda Del Ahorro	Suavelastic	XG	4	40	Panal Bebe	Suavelastic XG 4/40	14
Mi Tienda Del Ahorro	Suavelastic	XXG	4	40	Panal Bebe	Suavelastic XXG 4/40	15
Mi Tienda Del Ahorro	Suavelastic	XXXG	4	40	Panal Bebe	Suavelastic XXXG 4/40	16
Mi Tienda Del Ahorro	Suavelastic	M	2	60	Panal Bebe	Suavelastic M 2/60	17
Mi Tienda Del Ahorro	Suavelastic	G	2	60	Panal Bebe	Suavelastic G 2/60	18
Mi Tienda Del Ahorro	Suavelastic	XG	2	60	Panal Bebe	Suavelastic XG 2/60	19
Mi Tienda Del Ahorro	Suavelastic	XXG	2	60	Panal Bebe	Suavelastic XXG 2/60	20
Mi Tienda Del Ahorro	Movilastic	G	4	40	Panal Bebe	Movilastic G 4/40	21
Mi Tienda Del Ahorro	Movilastic	XG	4	40	Panal Bebe	Movilastic XG 4/40	22
Mi Tienda Del Ahorro	Movilastic	XXG	4	40	Panal Bebe	Movilastic XXG 4/40	23
Mi Tienda Del Ahorro	Comodisec	CH	4	40	Panal Bebe	Comodisec CH 4/40	24
Mi Tienda Del Ahorro	Comodisec	M	4	40	Panal Bebe	Comodisec M 4/40	25
Mi Tienda Del Ahorro	Comodisec	G	4	40	Panal Bebe	Comodisec G 4/40	26
Mi Tienda Del Ahorro	Comodisec	XG	4	40	Panal Bebe	Comodisec XG 4/40	27
Mi Tienda Del Ahorro	Comodisec	M	2	80	Panal Bebe	Comodisec M 2/80	28
Mi Tienda Del Ahorro	Comodisec	G	2	80	Panal Bebe	Comodisec G 2/80	29
Mi Tienda Del Ahorro	Comodisec	XG	2	80	Panal Bebe	Comodisec XG 2/80	30
Mi Tienda Del Ahorro	Comodisec	XXG	2	80	Panal Bebe	Comodisec XXG 2/80	31
Mi Tienda Del Ahorro	Chicolastic	CH	4	40	Panal Bebe	Chicolastic CH 4/40	32
Mi Tienda Del Ahorro	Chicolastic	M	4	40	Panal Bebe	Chicolastic M 4/40	33
Mi Tienda Del Ahorro	Chicolastic	G	4	40	Panal Bebe	Chicolastic G 4/40	34
Mi Tienda Del Ahorro	Chicolastic	XG	4	40	Panal Bebe	Chicolastic XG 4/40	35
Mi Tienda Del Ahorro	Chicolastic	XXG	4	40	Panal Bebe	Chicolastic XXG 4/40	36
Mi Tienda Del Ahorro	Chicolastic	XXXG	4	40	Panal Bebe	Chicolastic XXXG 4/40	37
Mi Tienda Del Ahorro	Chicolastic	G	2	80	Panal Bebe	Chicolastic G 2/80	38
Mi Tienda Del Ahorro	Chicolastic	XG	2	80	Panal Bebe	Chicolastic XG 2/80	39
Mi Tienda Del Ahorro	Chicolastic	XXG	2	80	Panal Bebe	Chicolastic XXG 2/80	40
Mi Tienda Del Ahorro	Kiddies	G	4	40	Panal Bebe	Kiddies G 4/40	41
Mi Tienda Del Ahorro	Kiddies	XG	4	40	Panal Bebe	Kiddies XG 4/40	42
Mi Tienda Del Ahorro	Kiddies	XXG	4	40	Panal Bebe	Kiddies XXG 4/40	43
Mi Tienda Del Ahorro	Kiddies	XXXG	4	40	Panal Bebe	Kiddies XXXG 4/40	44
Mi Tienda Del Ahorro	Kiddies	G	2	80	Panal Bebe	Kiddies G 2/80	45
Mi Tienda Del Ahorro	Kiddies	XG	2	80	Panal Bebe	Kiddies XG 2/80	46
Mi Tienda Del Ahorro	Kiddies	XXG	2	80	Panal Bebe	Kiddies XXG 2/80	47
Mi Tienda Del Ahorro	BIO BABY	MED	4	40	Panal Bebe	BIO BABY MED 4/40	48
Mi Tienda Del Ahorro	BIO BABY	G	4	40	Panal Bebe	BIO BABY G 4/40	49
Mi Tienda Del Ahorro	BIO BABY	XG	4	40	Panal Bebe	BIO BABY XG 4/40	50
Mi Tienda Del Ahorro	BIO BABY	XXG	4	40	Panal Bebe	BIO BABY XXG 4/40	51
Mi Tienda Del Ahorro	BIO BABY	XXXG	4	40	Panal Bebe	BIO BABY XXXG 4/40	52
Mi Tienda Del Ahorro	BIO BABY	G	2	60	Panal Bebe	BIO BABY G 2/60	53
Mi Tienda Del Ahorro	BIO BABY	XG	2	60	Panal Bebe	BIO BABY XG 2/60	54
Mi Tienda Del Ahorro	BIO BABY	XXG	2	60	Panal Bebe	BIO BABY XXG 2/60	55
Mi Tienda Del Ahorro	BB Tips	RN	4	40	Panal Bebe	BB Tips RN 4/40	56
Mi Tienda Del Ahorro	BB Tips	CH	4	40	Panal Bebe	BB Tips CH 4/40	57
Mi Tienda Del Ahorro	BB Tips	M	4	40	Panal Bebe	BB Tips M 4/40	58
Mi Tienda Del Ahorro	BB Tips	G	4	40	Panal Bebe	BB Tips G 4/40	59
Mi Tienda Del Ahorro	BB Tips	XG	4	40	Panal Bebe	BB Tips XG 4/40	60
Mi Tienda Del Ahorro	BB Tips	XXG	4	40	Panal Bebe	BB Tips XXG 4/40	61
Mi Tienda Del Ahorro	BB Tips	XXXG	4	40	Panal Bebe	BB Tips XXXG 4/40	62
Mi Tienda Del Ahorro	BB Tips	G	2	64	Panal Bebe	BB Tips G 2/64	63
Mi Tienda Del Ahorro	BB Tips	XG	2	60	Panal Bebe	BB Tips XG 2/60	64
Mi Tienda Del Ahorro	BB Tips	XXG	2	60	Panal Bebe	BB Tips XXG 2/60	65
Mi Tienda Del Ahorro	Babysec Flexiprotect	M	4	38	Panal Bebe	Babysec Flexiprotect M 4/38	66
Mi Tienda Del Ahorro	Babysec Flexiprotect	G	4	36	Panal Bebe	Babysec Flexiprotect G 4/36	67
Mi Tienda Del Ahorro	Babysec Flexiprotect	XG	4	34	Panal Bebe	Babysec Flexiprotect XG 4/34	68
Mi Tienda Del Ahorro	Babysec Flexiprotect	XXG	4	32	Panal Bebe	Babysec Flexiprotect XXG 4/32	69
Mi Tienda Del Ahorro	Babysec Ultra	CH	4	40	Panal Bebe	Babysec Ultra CH 4/40	70
Mi Tienda Del Ahorro	Babysec Ultra	M	4	40	Panal Bebe	Babysec Ultra M 4/40	71
Mi Tienda Del Ahorro	Babysec Ultra	G	4	40	Panal Bebe	Babysec Ultra G 4/40	72
Mi Tienda Del Ahorro	Babysec Ultra	XG	4	40	Panal Bebe	Babysec Ultra XG 4/40	73
Mi Tienda Del Ahorro	Babysec Ultra	XXG	4	40	Panal Bebe	Babysec Ultra XXG 4/40	74
Mi Tienda Del Ahorro	Soft Dreams	CH	4	40	Panal Bebe	Soft Dreams CH 4/40	75
Mi Tienda Del Ahorro	Soft Dreams	G	4	36	Panal Bebe	Soft Dreams G 4/36	76
Mi Tienda Del Ahorro	Soft Dreams	XG	4	34	Panal Bebe	Soft Dreams XG 4/34	77
Mi Tienda Del Ahorro	Soft Dreams	XXG	4	32	Panal Bebe	Soft Dreams XXG 4/32	78
Mi Tienda Del Ahorro	Soft Dreams	M	2	56	Panal Bebe	Soft Dreams M 2/56	79
Mi Tienda Del Ahorro	Soft Dreams	G	2	56	Panal Bebe	Soft Dreams G 2/56	80
Mi Tienda Del Ahorro	Soft Dreams	XG	2	56	Panal Bebe	Soft Dreams XG 2/56	81
Mi Tienda Del Ahorro	GREAT DAY	CH	4	40	Panal Bebe	GREAT DAY CH 4/40	82
Mi Tienda Del Ahorro	GREAT DAY	M	4	40	Panal Bebe	GREAT DAY M 4/40	83
Mi Tienda Del Ahorro	GREAT DAY	G	4	40	Panal Bebe	GREAT DAY G 4/40	84
Mi Tienda Del Ahorro	GREAT DAY	XG	4	40	Panal Bebe	GREAT DAY XG 4/40	85
Mi Tienda Del Ahorro	GREAT DAY	XXG	4	40	Panal Bebe	GREAT DAY XXG 4/40	86
Mi Tienda Del Ahorro	GREAT DAY	XG	4	80	Panal Bebe	GREAT DAY XG 4/80	87
Mi Tienda Del Ahorro	GREAT DAY	XXG	4	80	Panal Bebe	GREAT DAY XXG 4/80	88
Mi Tienda Del Ahorro	Absorsec	NA		120	Toalla Hœmeda	Absorsec NA/120	89
Mi Tienda Del Ahorro	Suavelastic	NA		100	Toalla Hœmeda	Suavelastic NA/100	90
Mi Tienda Del Ahorro	Kimbies	NA		90	Toalla Hœmeda	Kimbies NA/90	91
Mi Tienda Del Ahorro	BIO BABY	NA		80	Toalla Hœmeda	BIO BABY NA/80	92
Mi Tienda Del Ahorro	Chicolastic	NA		120	Toalla Hœmeda	Chicolastic NA/120	93
Mi Tienda Del Ahorro	BB Tips	NA		100	Toalla Hœmeda	BB Tips NA/100	94
Mi Tienda Del Ahorro	Babysec	NA		20	Toalla Hœmeda	Babysec NA/20	95
Mi Tienda Del Ahorro	Babysec	NA		80	Toalla Hœmeda	Babysec NA/80	96
Mi Tienda Del Ahorro	Soft Dreams	NA		80	Toalla Hœmeda	Soft Dreams NA/80	97
Mi Tienda Del Ahorro	Dodys Avena	NA		80	Toalla Hœmeda	Dodys Avena NA/80	98
Mi Tienda Del Ahorro	Dodys Rosa	NA		80	Toalla Hœmeda	Dodys Rosa NA/80	99
Mi Tienda Del Ahorro	Dodys Azul	NA		80	Toalla Hœmeda	Dodys Azul NA/80	100
Mi Tienda Del Ahorro	My Bebe	NA		80	Toalla Hœmeda	My Bebe NA/80	101
Mi Tienda Del Ahorro	Kanggis	NA		120	Toalla Hœmeda	Kanggis NA/120	102
Mi Tienda Del Ahorro	BabySec	NA		50	Toalla Hœmeda	BabySec NA/50	103
Mi Tienda Del Ahorro	GREAT DAY	NA		240	Toalla Hœmeda	GREAT DAY NA/240	104
Mi Tienda Del Ahorro	GREAT DAY	NA		80	Toalla Hœmeda	GREAT DAY NA/80	105
Mi Tienda Del Ahorro	Kotex Anat—mica con Alas	NA		10	Toalla Femenina	Kotex Anat—mica con Alas NA/10	106
Mi Tienda Del Ahorro	Kotex Anat—mica sin Alas	NA		10	Toalla Femenina	Kotex Anat—mica sin Alas NA/10	107
Mi Tienda Del Ahorro	Kotex Nocturna	NA		10	Toalla Femenina	Kotex Nocturna NA/10	108
Mi Tienda Del Ahorro	Fiore sin limites con alas	NA		14	Toalla Femenina	Fiore sin limites con alas NA/14	109
Mi Tienda Del Ahorro	Fiore Sin limites sin alas	NA		8	Toalla Femenina	Fiore Sin limites sin alas NA/8	110
Mi Tienda Del Ahorro	Fiore Nocturna con alas	NA		16	Toalla Femenina	Fiore Nocturna con alas NA/16	111
Mi Tienda Del Ahorro	Fiore Anatomica con Alas	NA		8	Toalla Femenina	Fiore Anatomica con Alas NA/8	112
Mi Tienda Del Ahorro	Saba amore con alas	NA		8	Toalla Femenina	Saba amore con alas NA/8	113
Mi Tienda Del Ahorro	Saba Confort Regular	NA		8	Toalla Femenina	Saba Confort Regular NA/8	114
Mi Tienda Del Ahorro	Naturella con Manzanilla c/Alas	NA		10	Toalla Femenina	Naturella con Manzanilla c/Alas NA/10	115
Mi Tienda Del Ahorro	Depend plenitud	G		10	Panal Adulto	Depend plenitud G/10	116
Mi Tienda Del Ahorro	Depend ultra confort	M		10	Panal Adulto	Depend ultra confort M/10	117
Mi Tienda Del Ahorro	Depend ultra confort	G		10	Panal Adulto	Depend ultra confort G/10	118
Mi Tienda Del Ahorro	Diapro predoblado gel	PREDOBLADO		10	Panal Adulto	Diapro predoblado gel PREDOBLADO/10	119
Mi Tienda Del Ahorro	Affective Advance	M	4	10	Panal Adulto	Affective Advance M 4/10	120
Mi Tienda Del Ahorro	Affective Advance	G	4	10	Panal Adulto	Affective Advance G 4/10	121
Mi Tienda Del Ahorro	Affective Predoblado	PREDOBLADO	4	10	Panal Adulto	Affective Predoblado PREDOBLADO 4/10	122
Mi Tienda Del Ahorro	Affective Protect	M	4	10	Panal Adulto	Affective Protect M 4/10	123
Mi Tienda Del Ahorro	Affective Ropa Interior	M	4	10	Panal Adulto	Affective Ropa Interior M 4/10	124
Mi Tienda Del Ahorro	Affective Ropa Interior	G	4	10	Panal Adulto	Affective Ropa Interior G 4/10	125
Mi Tienda Del Ahorro	Cotidian	CC	4	10	Panal Adulto	Cotidian CC 4/10	126
Mi Tienda Del Ahorro	Cotidian cl‡sico	M	4	10	Panal Adulto	Cotidian cl‡sico M 4/10	127
Mi Tienda Del Ahorro	Cotidian cl‡sico	G	4	10	Panal Adulto	Cotidian cl‡sico G 4/10	128
Mi Tienda Del Ahorro	Tena Confort	G	4	10	Panal Adulto	Tena Confort G 4/10	129
Mi Tienda Del Ahorro	Tena	PREDOBLADO		10	Panal Adulto	Tena PREDOBLADO/10	130
Mi Tienda Del Ahorro	Tena maxi protect	CH-M		10	Panal Adulto	Tena maxi protect CH-M/10	131
Mi Tienda Del Ahorro	Tena maxi protect	G		10	Panal Adulto	Tena maxi protect G/10	132
Mi Tienda Del Ahorro	Tena slip nocturno	CH-M		8	Panal Adulto	Tena slip nocturno CH-M/8	133
Mi Tienda Del Ahorro	Tena slip nocturno	G		8	Panal Adulto	Tena slip nocturno G/8	134
Smart	Absorsec	CH	4	40	Panal Bebe	Absorsec CH 4/40	1
Smart	Absorsec	M	4	40	Panal Bebe	Absorsec M 4/40	2
Smart	Absorsec	G	4	40	Panal Bebe	Absorsec G 4/40	3
Smart	Absorsec	XG	4	40	Panal Bebe	Absorsec XG 4/40	4
Smart	Absorsec	G	2	80	Panal Bebe	Absorsec G 2/80	7
Smart	Absorsec	XG	2	80	Panal Bebe	Absorsec XG 2/80	8
Smart	Suavelastic	RN	8	20	Panal Bebe	Suavelastic RN 8/20	135
Smart	Suavelastic	CH	6	16	Panal Bebe	Suavelastic CH 6/16	136
Smart	Suavelastic	RN	4	40	Panal Bebe	Suavelastic RN 4/40	10
Smart	Suavelastic	CH	4	40	Panal Bebe	Suavelastic CH 4/40	11
Smart	Suavelastic	M	4	40	Panal Bebe	Suavelastic M 4/40	12
Smart	Suavelastic	G	4	40	Panal Bebe	Suavelastic G 4/40	13
Smart	Suavelastic	XG	4	40	Panal Bebe	Suavelastic XG 4/40	14
Smart	Suavelastic	XXG	4	40	Panal Bebe	Suavelastic XXG 4/40	15
Smart	Suavelastic	G	2	60	Panal Bebe	Suavelastic G 2/60	18
Smart	Suavelastic	XG	2	60	Panal Bebe	Suavelastic XG 2/60	19
Smart	Suavelastic	XXG	2	60	Panal Bebe	Suavelastic XXG 2/60	20
Smart	Movilastic	G	4	40	Panal Bebe	Movilastic G 4/40	21
Smart	Movilastic	XG	4	40	Panal Bebe	Movilastic XG 4/40	22
Smart	Movilastic	XXG	4	40	Panal Bebe	Movilastic XXG 4/40	23
Smart	Comodisec	M	4	40	Panal Bebe	Comodisec M 4/40	25
Smart	Comodisec	G	4	40	Panal Bebe	Comodisec G 4/40	26
Smart	Comodisec	XG	4	40	Panal Bebe	Comodisec XG 4/40	27
Smart	Chicolastic	CH	6	14	Panal Bebe	Chicolastic CH 6/14	137
Smart	Chicolastic	M	6	14	Panal Bebe	Chicolastic M 6/14	138
Smart	Chicolastic	CH	4	40	Panal Bebe	Chicolastic CH 4/40	32
Smart	Chicolastic	M	4	40	Panal Bebe	Chicolastic M 4/40	33
Smart	Chicolastic	G	4	40	Panal Bebe	Chicolastic G 4/40	34
Smart	Chicolastic	XG	4	40	Panal Bebe	Chicolastic XG 4/40	35
Smart	Chicolastic	XXG	4	40	Panal Bebe	Chicolastic XXG 4/40	36
Smart	Chicolastic	XXXG	4	40	Panal Bebe	Chicolastic XXXG 4/40	37
Smart	Chicolastic	G	2	80	Panal Bebe	Chicolastic G 2/80	38
Smart	Chicolastic	XG	2	80	Panal Bebe	Chicolastic XG 2/80	39
Smart	Chicolastic	XXG	2	80	Panal Bebe	Chicolastic XXG 2/80	40
Smart	Kiddies	CH	4	40	Panal Bebe	Kiddies CH 4/40	139
Smart	Kiddies	M	4	40	Panal Bebe	Kiddies M 4/40	140
Smart	Kiddies	G	4	40	Panal Bebe	Kiddies G 4/40	41
Smart	Kiddies	XG	4	40	Panal Bebe	Kiddies XG 4/40	42
Smart	Kiddies	XXG	4	40	Panal Bebe	Kiddies XXG 4/40	43
Smart	Kiddies	XXXG	4	40	Panal Bebe	Kiddies XXXG 4/40	44
Smart	Kiddies	G	2	80	Panal Bebe	Kiddies G 2/80	45
Smart	Kiddies	XG	2	80	Panal Bebe	Kiddies XG 2/80	46
Smart	Kiddies	XXG	2	80	Panal Bebe	Kiddies XXG 2/80	47
Smart	BIO BABY	G	2	60	Panal Bebe	BIO BABY G 2/60	53
Smart	BIO BABY	XG	2	60	Panal Bebe	BIO BABY XG 2/60	54
Smart	BIO BABY	XXG	2	60	Panal Bebe	BIO BABY XXG 2/60	55
Smart	BB Tips	RN	4	40	Panal Bebe	BB Tips RN 4/40	56
Smart	BB Tips	CH	4	40	Panal Bebe	BB Tips CH 4/40	57
Smart	BB Tips	M	4	40	Panal Bebe	BB Tips M 4/40	58
Smart	BB Tips	G	4	40	Panal Bebe	BB Tips G 4/40	59
Smart	BB Tips	XG	4	40	Panal Bebe	BB Tips XG 4/40	60
Smart	BB Tips	XXG	4	40	Panal Bebe	BB Tips XXG 4/40	61
Smart	BB Tips	XXXG	4	40	Panal Bebe	BB Tips XXXG 4/40	62
Smart	BB Tips	G	2	64	Panal Bebe	BB Tips G 2/64	63
Smart	BB Tips	XG	2	60	Panal Bebe	BB Tips XG 2/60	64
Smart	BB Tips	XXG	2	60	Panal Bebe	BB Tips XXG 2/60	65
Smart	Soft Dreams	M	4	40	Panal Bebe	Soft Dreams M 4/40	141
Smart	Soft Dreams	G	4	36	Panal Bebe	Soft Dreams G 4/36	76
Smart	Soft Dreams	XG	4	34	Panal Bebe	Soft Dreams XG 4/34	77
Smart	GREAT DAY	G	4	40	Panal Bebe	GREAT DAY G 4/40	84
Smart	GREAT DAY	XG	4	40	Panal Bebe	GREAT DAY XG 4/40	85
Smart	Absorsec	NA		90	Toalla Hœmeda	Absorsec NA/90	142
Smart	Absorsec	NA		120	Toalla Hœmeda	Absorsec NA/120	89
Smart	Suavelastic	NA		100	Toalla Hœmeda	Suavelastic NA/100	90
Smart	Kimbies	NA		90	Toalla Hœmeda	Kimbies NA/90	91
Smart	BB Tips	NA		100	Toalla Hœmeda	BB Tips NA/100	94
Smart	Dodys Rosa	NA		80	Toalla Hœmeda	Dodys Rosa NA/80	99
Smart	Dodys Azul	NA		80	Toalla Hœmeda	Dodys Azul NA/80	100
Smart	Dodys relajante	NA		100	Toalla Hœmeda	Dodys relajante NA/100	143
Smart	Baby BebŽ			80	Toalla Hœmeda	Baby BebŽ/80	144
Smart	GREAT DAY	NA		80	Toalla Hœmeda	GREAT DAY NA/80	105
Smart	Kotex Anat—mica con Alas	NA		10	Toalla Femenina	Kotex Anat—mica con Alas NA/10	106
Smart	Fiore sin limites con alas	NA		8	Toalla Femenina	Fiore sin limites con alas NA/8	145
Smart	Fiore Sin limites sin alas	NA		14	Toalla Femenina	Fiore Sin limites sin alas NA/14	146
Smart	Fiore Nocturna con alas	NA		16	Toalla Femenina	Fiore Nocturna con alas NA/16	111
Smart	Fiore Anatomica con Alas	NA		8	Toalla Femenina	Fiore Anatomica con Alas NA/8	112
Smart	Saba amore sin alas	NA		8	Toalla Femenina	Saba amore sin alas NA/8	147
Smart	Saba Confort Noctura	NA		8	Toalla Femenina	Saba Confort Noctura NA/8	148
Smart	Saba Confort Regular	NA		8	Toalla Femenina	Saba Confort Regular NA/8	114
Smart	Naturella Nocturna con Manzanilla c/Alas	NA		10	Toalla Femenina	Naturella Nocturna con Manzanilla c/Alas NA/10	149
Smart	Naturella con Manzanilla c/Alas	NA		10	Toalla Femenina	Naturella con Manzanilla c/Alas NA/10	115
Smart	Depend plenitud	G		10	Panal Adulto	Depend plenitud G/10	116
Smart	Cotidian	CC	4	10	Panal Adulto	Cotidian CC 4/10	126
Smart	Tena Confort	M	4	10	Panal Adulto	Tena Confort M 4/10	150
Smart	Tena Confort	G	4	10	Panal Adulto	Tena Confort G 4/10	129
Smart	Tena maxi protect	CH-M		10	Panal Adulto	Tena maxi protect CH-M/10	131
Smart	Tena slip nocturno	CH-M		8	Panal Adulto	Tena slip nocturno CH-M/8	133
Arteli	Absorsec	CH	4	40	Panal Bebe	Absorsec CH 4/40	1
Arteli	Absorsec	M	4	40	Panal Bebe	Absorsec M 4/40	2
Arteli	Absorsec	G	4	40	Panal Bebe	Absorsec G 4/40	3
Arteli	Absorsec	XG	4	40	Panal Bebe	Absorsec XG 4/40	4
Arteli	Absorsec	XXG	4	40	Panal Bebe	Absorsec XXG 4/40	5
Arteli	Suavelastic	RN	4	40	Panal Bebe	Suavelastic RN 4/40	10
Arteli	Suavelastic	CH	4	40	Panal Bebe	Suavelastic CH 4/40	11
Arteli	Suavelastic	M	4	40	Panal Bebe	Suavelastic M 4/40	12
Arteli	Suavelastic	G	4	40	Panal Bebe	Suavelastic G 4/40	13
Arteli	Suavelastic	XG	4	40	Panal Bebe	Suavelastic XG 4/40	14
Arteli	Suavelastic	XXG	4	40	Panal Bebe	Suavelastic XXG 4/40	15
Arteli	Suavelastic	XXXG	4	40	Panal Bebe	Suavelastic XXXG 4/40	16
Arteli	Suavelastic	M	2	60	Panal Bebe	Suavelastic M 2/60	17
Arteli	Suavelastic	G	2	60	Panal Bebe	Suavelastic G 2/60	18
Arteli	Suavelastic	XG	2	60	Panal Bebe	Suavelastic XG 2/60	19
Arteli	Suavelastic	XXG	2	60	Panal Bebe	Suavelastic XXG 2/60	20
Arteli	Movilastic	G	4	40	Panal Bebe	Movilastic G 4/40	21
Arteli	Movilastic	XG	4	40	Panal Bebe	Movilastic XG 4/40	22
Arteli	Movilastic	XXG	4	40	Panal Bebe	Movilastic XXG 4/40	23
Arteli	Comodisec	G	2	80	Panal Bebe	Comodisec G 2/80	29
Arteli	Comodisec	XXG	2	80	Panal Bebe	Comodisec XXG 2/80	31
Arteli	Absorsec	NA		90	Toalla Hœmeda	Absorsec NA/90	142
Arteli	Suavelastic	NA		100	Toalla Hœmeda	Suavelastic NA/100	90
Arteli	Kimbies	NA		90	Toalla Hœmeda	Kimbies NA/90	91
Arteli	Chicolastic	NA		120	Toalla Hœmeda	Chicolastic NA/120	93
Arteli	Dodys Rosa	NA		80	Toalla Hœmeda	Dodys Rosa NA/80	99
Arteli	Dodys Azul	NA		80	Toalla Hœmeda	Dodys Azul NA/80	100
Arteli	My Bebe	NA		80	Toalla Hœmeda	My Bebe NA/80	101
Arteli	Kotex Nocturna	NA		10	Toalla Femenina	Kotex Nocturna NA/10	108
Arteli	Fiore sin limites con alas	NA		14	Toalla Femenina	Fiore sin limites con alas NA/14	109
Arteli	Fiore Sin limites sin alas	NA		14	Toalla Femenina	Fiore Sin limites sin alas NA/14	146
Arteli	Saba amore sin alas	NA		8	Toalla Femenina	Saba amore sin alas NA/8	147
Arteli	Saba amore con alas	NA		8	Toalla Femenina	Saba amore con alas NA/8	113
Arteli	Naturella con Manzanilla c/Alas	NA		10	Toalla Femenina	Naturella con Manzanilla c/Alas NA/10	115
Arteli	Depend plenitud	G		10	Panal Adulto	Depend plenitud G/10	116
Arteli	Depend ultra confort	M		10	Panal Adulto	Depend ultra confort M/10	117
Arteli	Diapro predoblado gel	PREDOBLADO		10	Panal Adulto	Diapro predoblado gel PREDOBLADO/10	119
Arteli	Affective Advance	M	4	10	Panal Adulto	Affective Advance M 4/10	120
Arteli	Affective Advance	G	4	10	Panal Adulto	Affective Advance G 4/10	121
Arteli	Affective Predoblado	PREDOBLADO	4	10	Panal Adulto	Affective Predoblado PREDOBLADO 4/10	122
Arteli	Affective Protect	M	4	10	Panal Adulto	Affective Protect M 4/10	123
Arteli	Affective Protect	G	4	10	Panal Adulto	Affective Protect G 4/10	151
Arteli	Cotidian cl‡sico	M	4	10	Panal Adulto	Cotidian cl‡sico M 4/10	127
Arteli	Cotidian cl‡sico	G	4	10	Panal Adulto	Cotidian cl‡sico G 4/10	128
Arteli	Cotidian plus	M	4	10	Panal Adulto	Cotidian plus M 4/10	152
Arteli	Cotidian plus	G	4	10	Panal Adulto	Cotidian plus G 4/10	153
Arteli	Tena Confort	CH	4	10	Panal Adulto	Tena Confort CH 4/10	154
Arteli	Tena Confort	M	4	10	Panal Adulto	Tena Confort M 4/10	150
Arteli	Tena Confort	G	4	10	Panal Adulto	Tena Confort G 4/10	129
Arteli	Tena	PREDOBLADO		10	Panal Adulto	Tena PREDOBLADO/10	130
Arteli	Tena maxi protect	CH-M		10	Panal Adulto	Tena maxi protect CH-M/10	131
Arteli	Tena maxi protect	G		10	Panal Adulto	Tena maxi protect G/10	132
Arteli	Tena slip nocturno	CH-M		8	Panal Adulto	Tena slip nocturno CH-M/8	133
Alsuper	Absorsec	CH	4	40	Panal Bebe	Absorsec CH 4/40	1
Alsuper	Absorsec	M	4	40	Panal Bebe	Absorsec M 4/40	2
Alsuper	Absorsec	G	4	40	Panal Bebe	Absorsec G 4/40	3
Alsuper	Absorsec	XG	4	40	Panal Bebe	Absorsec XG 4/40	4
Alsuper	Absorsec	XXG	4	40	Panal Bebe	Absorsec XXG 4/40	5
Alsuper	Absorsec	M	2	80	Panal Bebe	Absorsec M 2/80	6
Alsuper	Absorsec	G	2	80	Panal Bebe	Absorsec G 2/80	7
Alsuper	Absorsec	XG	2	80	Panal Bebe	Absorsec XG 2/80	8
Alsuper	Absorsec	XXG	2	80	Panal Bebe	Absorsec XXG 2/80	9
Alsuper	Suavelastic	RN	4	40	Panal Bebe	Suavelastic RN 4/40	10
Alsuper	Suavelastic	CH	4	40	Panal Bebe	Suavelastic CH 4/40	11
Alsuper	Suavelastic	M	4	40	Panal Bebe	Suavelastic M 4/40	12
Alsuper	Suavelastic	G	4	40	Panal Bebe	Suavelastic G 4/40	13
Alsuper	Suavelastic	XG	4	40	Panal Bebe	Suavelastic XG 4/40	14
Alsuper	Suavelastic	XXG	4	40	Panal Bebe	Suavelastic XXG 4/40	15
Alsuper	Suavelastic	XXXG	4	40	Panal Bebe	Suavelastic XXXG 4/40	16
Alsuper	Suavelastic	M	2	60	Panal Bebe	Suavelastic M 2/60	17
Alsuper	Suavelastic	G	2	60	Panal Bebe	Suavelastic G 2/60	18
Alsuper	Suavelastic	XG	2	60	Panal Bebe	Suavelastic XG 2/60	19
Alsuper	Suavelastic	XXG	2	60	Panal Bebe	Suavelastic XXG 2/60	20
Alsuper	Movilastic	G	4	40	Panal Bebe	Movilastic G 4/40	21
Alsuper	Movilastic	XG	4	40	Panal Bebe	Movilastic XG 4/40	22
Alsuper	Movilastic	XXG	4	40	Panal Bebe	Movilastic XXG 4/40	23
